files,run_accession
HRR024730_f1.fq.gz,HRR024730
HRR024730_r2.fq.gz,HRR024730
HRR024731_f1.fq.gz,HRR024731
HRR024731_r2.fq.gz,HRR024731
HRR024732_f1.fq.gz,HRR024732
HRR024732_r2.fq.gz,HRR024732
HRR024733_f1.fq.gz,HRR024733
HRR024733_r2.fq.gz,HRR024733
HRR024734_f1.fq.gz,HRR024734
HRR024734_r2.fq.gz,HRR024734
HRR024735_f1.fq.gz,HRR024735
HRR024735_r2.fq.gz,HRR024735
HRR024736_f1.fq.gz,HRR024736
HRR024736_r2.fq.gz,HRR024736
HRR024737_f1.fq.gz,HRR024737
HRR024737_r2.fq.gz,HRR024737
HRR024738_f1.fq.gz,HRR024738
HRR024738_r2.fq.gz,HRR024738
HRR024739_f1.fq.gz,HRR024739
HRR024739_r2.fq.gz,HRR024739
HRR024740_f1.fq.gz,HRR024740
HRR024740_r2.fq.gz,HRR024740
HRR024741_f1.fq.gz,HRR024741
HRR024741_r2.fq.gz,HRR024741
HRR024742_f1.fq.gz,HRR024742
HRR024742_r2.fq.gz,HRR024742
HRR024743_f1.fq.gz,HRR024743
HRR024743_r2.fq.gz,HRR024743
HRR024744_f1.fq.gz,HRR024744
HRR024744_r2.fq.gz,HRR024744
HRR024745_f1.fq.gz,HRR024745
HRR024745_r2.fq.gz,HRR024745
HRR024746_f1.fq.gz,HRR024746
HRR024746_r2.fq.gz,HRR024746
HRR024747_f1.fq.gz,HRR024747
HRR024747_r2.fq.gz,HRR024747
HRR024748_f1.fq.gz,HRR024748
HRR024748_r2.fq.gz,HRR024748
HRR024749_f1.fq.gz,HRR024749
HRR024749_r2.fq.gz,HRR024749
HRR024750_f1.fq.gz,HRR024750
HRR024750_r2.fq.gz,HRR024750
HRR024751_f1.fq.gz,HRR024751
HRR024751_r2.fq.gz,HRR024751
HRR024752_f1.fq.gz,HRR024752
HRR024752_r2.fq.gz,HRR024752
HRR024753_f1.fq.gz,HRR024753
HRR024753_r2.fq.gz,HRR024753
HRR024754_f1.fq.gz,HRR024754
HRR024754_r2.fq.gz,HRR024754
HRR024755_f1.fq.gz,HRR024755
HRR024755_r2.fq.gz,HRR024755
HRR024756_f1.fq.gz,HRR024756
HRR024756_r2.fq.gz,HRR024756
HRR024757_f1.fq.gz,HRR024757
HRR024757_r2.fq.gz,HRR024757
HRR024758_f1.fq.gz,HRR024758
HRR024758_r2.fq.gz,HRR024758
HRR024759_f1.fq.gz,HRR024759
HRR024759_r2.fq.gz,HRR024759
HRR024760_f1.fq.gz,HRR024760
HRR024760_r2.fq.gz,HRR024760
HRR024761_f1.fq.gz,HRR024761
HRR024761_r2.fq.gz,HRR024761
HRR024762_f1.fq.gz,HRR024762
HRR024762_r2.fq.gz,HRR024762
HRR024763_f1.fq.gz,HRR024763
HRR024763_r2.fq.gz,HRR024763
HRR024764_f1.fq.gz,HRR024764
HRR024764_r2.fq.gz,HRR024764
HRR024765_f1.fq.gz,HRR024765
HRR024765_r2.fq.gz,HRR024765
HRR024766_f1.fq.gz,HRR024766
HRR024766_r2.fq.gz,HRR024766
HRR024767_f1.fq.gz,HRR024767
HRR024767_r2.fq.gz,HRR024767
HRR024768_f1.fq.gz,HRR024768
HRR024768_r2.fq.gz,HRR024768
HRR024769_f1.fq.gz,HRR024769
HRR024769_r2.fq.gz,HRR024769
HRR024770_f1.fq.gz,HRR024770
HRR024770_r2.fq.gz,HRR024770
HRR024771_f1.fq.gz,HRR024771
HRR024771_r2.fq.gz,HRR024771
HRR024772_f1.fq.gz,HRR024772
HRR024772_r2.fq.gz,HRR024772
HRR024773_f1.fq.gz,HRR024773
HRR024773_r2.fq.gz,HRR024773
HRR024774_f1.fq.gz,HRR024774
HRR024774_r2.fq.gz,HRR024774
HRR024775_f1.fq.gz,HRR024775
HRR024775_r2.fq.gz,HRR024775
HRR024776_f1.fq.gz,HRR024776
HRR024776_r2.fq.gz,HRR024776
HRR024777_f1.fq.gz,HRR024777
HRR024777_r2.fq.gz,HRR024777
HRR024778_f1.fq.gz,HRR024778
HRR024778_r2.fq.gz,HRR024778
HRR024779_f1.fq.gz,HRR024779
HRR024779_r2.fq.gz,HRR024779
HRR024780_f1.fq.gz,HRR024780
HRR024780_r2.fq.gz,HRR024780
HRR024781_f1.fq.gz,HRR024781
HRR024781_r2.fq.gz,HRR024781
HRR024782_f1.fq.gz,HRR024782
HRR024782_r2.fq.gz,HRR024782
HRR024783_f1.fq.gz,HRR024783
HRR024783_r2.fq.gz,HRR024783
HRR024784_f1.fq.gz,HRR024784
HRR024784_r2.fq.gz,HRR024784
HRR024785_f1.fq.gz,HRR024785
HRR024785_r2.fq.gz,HRR024785
HRR024786_f1.fq.gz,HRR024786
HRR024786_r2.fq.gz,HRR024786
HRR024787_f1.fq.gz,HRR024787
HRR024787_r2.fq.gz,HRR024787
HRR024788_f1.fq.gz,HRR024788
HRR024788_r2.fq.gz,HRR024788
HRR024789_f1.fq.gz,HRR024789
HRR024789_r2.fq.gz,HRR024789
HRR024790_f1.fq.gz,HRR024790
HRR024790_r2.fq.gz,HRR024790
HRR024791_f1.fq.gz,HRR024791
HRR024791_r2.fq.gz,HRR024791
HRR024792_f1.fq.gz,HRR024792
HRR024792_r2.fq.gz,HRR024792
HRR024793_f1.fq.gz,HRR024793
HRR024793_r2.fq.gz,HRR024793
HRR024794_f1.fq.gz,HRR024794
HRR024794_r2.fq.gz,HRR024794
HRR024795_f1.fq.gz,HRR024795
HRR024795_r2.fq.gz,HRR024795
HRR024796_f1.fq.gz,HRR024796
HRR024796_r2.fq.gz,HRR024796
HRR024797_f1.fq.gz,HRR024797
HRR024797_r2.fq.gz,HRR024797
HRR024798_f1.fq.gz,HRR024798
HRR024798_r2.fq.gz,HRR024798
HRR024799_f1.fq.gz,HRR024799
HRR024799_r2.fq.gz,HRR024799
HRR024800_f1.fq.gz,HRR024800
HRR024800_r2.fq.gz,HRR024800
HRR024801_f1.fq.gz,HRR024801
HRR024801_r2.fq.gz,HRR024801
HRR024802_f1.fq.gz,HRR024802
HRR024802_r2.fq.gz,HRR024802
HRR024803_f1.fq.gz,HRR024803
HRR024803_r2.fq.gz,HRR024803
HRR024804_f1.fq.gz,HRR024804
HRR024804_r2.fq.gz,HRR024804
HRR024805_f1.fq.gz,HRR024805
HRR024805_r2.fq.gz,HRR024805
HRR024806_f1.fq.gz,HRR024806
HRR024806_r2.fq.gz,HRR024806
HRR024807_f1.fq.gz,HRR024807
HRR024807_r2.fq.gz,HRR024807
HRR024808_f1.fq.gz,HRR024808
HRR024808_r2.fq.gz,HRR024808
HRR024809_f1.fq.gz,HRR024809
HRR024809_r2.fq.gz,HRR024809
HRR024810_f1.fq.gz,HRR024810
HRR024810_r2.fq.gz,HRR024810
HRR024811_f1.fq.gz,HRR024811
HRR024811_r2.fq.gz,HRR024811
HRR024812_f1.fq.gz,HRR024812
HRR024812_r2.fq.gz,HRR024812
HRR024813_f1.fq.gz,HRR024813
HRR024813_r2.fq.gz,HRR024813
HRR024814_f1.fq.gz,HRR024814
HRR024814_r2.fq.gz,HRR024814
HRR024815_f1.fq.gz,HRR024815
HRR024815_r2.fq.gz,HRR024815
HRR024816_f1.fq.gz,HRR024816
HRR024816_r2.fq.gz,HRR024816
HRR024817_f1.fq.gz,HRR024817
HRR024817_r2.fq.gz,HRR024817
HRR024818_f1.fq.gz,HRR024818
HRR024818_r2.fq.gz,HRR024818
HRR024819_f1.fq.gz,HRR024819
HRR024819_r2.fq.gz,HRR024819
HRR024820_f1.fq.gz,HRR024820
HRR024820_r2.fq.gz,HRR024820
HRR024821_f1.fq.gz,HRR024821
HRR024821_r2.fq.gz,HRR024821
HRR024822_f1.fq.gz,HRR024822
HRR024822_r2.fq.gz,HRR024822
HRR024823_f1.fq.gz,HRR024823
HRR024823_r2.fq.gz,HRR024823
HRR024824_f1.fq.gz,HRR024824
HRR024824_r2.fq.gz,HRR024824
HRR024825_f1.fq.gz,HRR024825
HRR024825_r2.fq.gz,HRR024825
HRR024826_f1.fq.gz,HRR024826
HRR024826_r2.fq.gz,HRR024826
HRR024827_f1.fq.gz,HRR024827
HRR024827_r2.fq.gz,HRR024827
HRR024828_f1.fq.gz,HRR024828
HRR024828_r2.fq.gz,HRR024828
HRR024829_f1.fq.gz,HRR024829
HRR024829_r2.fq.gz,HRR024829
HRR024830_f1.fq.gz,HRR024830
HRR024830_r2.fq.gz,HRR024830
HRR024831_f1.fq.gz,HRR024831
HRR024831_r2.fq.gz,HRR024831
HRR024832_f1.fq.gz,HRR024832
HRR024832_r2.fq.gz,HRR024832
HRR024833_f1.fq.gz,HRR024833
HRR024833_r2.fq.gz,HRR024833
HRR024834_f1.fq.gz,HRR024834
HRR024834_r2.fq.gz,HRR024834
HRR024835_f1.fq.gz,HRR024835
HRR024835_r2.fq.gz,HRR024835
HRR024836_f1.fq.gz,HRR024836
HRR024836_r2.fq.gz,HRR024836
HRR024837_f1.fq.gz,HRR024837
HRR024837_r2.fq.gz,HRR024837
HRR024838_f1.fq.gz,HRR024838
HRR024838_r2.fq.gz,HRR024838
HRR024839_f1.fq.gz,HRR024839
HRR024839_r2.fq.gz,HRR024839
HRR024840_f1.fq.gz,HRR024840
HRR024840_r2.fq.gz,HRR024840
HRR024841_f1.fq.gz,HRR024841
HRR024841_r2.fq.gz,HRR024841
HRR024842_f1.fq.gz,HRR024842
HRR024842_r2.fq.gz,HRR024842
HRR024843_f1.fq.gz,HRR024843
HRR024843_r2.fq.gz,HRR024843
HRR024844_f1.fq.gz,HRR024844
HRR024844_r2.fq.gz,HRR024844
HRR024845_f1.fq.gz,HRR024845
HRR024845_r2.fq.gz,HRR024845
HRR024846_f1.fq.gz,HRR024846
HRR024846_r2.fq.gz,HRR024846
HRR024847_f1.fq.gz,HRR024847
HRR024847_r2.fq.gz,HRR024847
HRR024848_f1.fq.gz,HRR024848
HRR024848_r2.fq.gz,HRR024848
HRR024849_f1.fq.gz,HRR024849
HRR024849_r2.fq.gz,HRR024849
HRR024850_f1.fq.gz,HRR024850
HRR024850_r2.fq.gz,HRR024850
HRR024851_f1.fq.gz,HRR024851
HRR024851_r2.fq.gz,HRR024851
HRR024852_f1.fq.gz,HRR024852
HRR024852_r2.fq.gz,HRR024852
HRR024853_f1.fq.gz,HRR024853
HRR024853_r2.fq.gz,HRR024853
HRR024854_f1.fq.gz,HRR024854
HRR024854_r2.fq.gz,HRR024854
HRR024855_f1.fq.gz,HRR024855
HRR024855_r2.fq.gz,HRR024855
HRR024856_f1.fq.gz,HRR024856
HRR024856_r2.fq.gz,HRR024856
HRR024857_f1.fq.gz,HRR024857
HRR024857_r2.fq.gz,HRR024857
HRR024858_f1.fq.gz,HRR024858
HRR024858_r2.fq.gz,HRR024858
HRR024859_f1.fq.gz,HRR024859
HRR024859_r2.fq.gz,HRR024859
HRR024860_f1.fq.gz,HRR024860
HRR024860_r2.fq.gz,HRR024860
HRR024861_f1.fq.gz,HRR024861
HRR024861_r2.fq.gz,HRR024861
HRR024862_f1.fq.gz,HRR024862
HRR024862_r2.fq.gz,HRR024862
HRR024863_f1.fq.gz,HRR024863
HRR024863_r2.fq.gz,HRR024863
HRR024864_f1.fq.gz,HRR024864
HRR024864_r2.fq.gz,HRR024864
HRR024865_f1.fq.gz,HRR024865
HRR024865_r2.fq.gz,HRR024865
HRR024866_f1.fq.gz,HRR024866
HRR024866_r2.fq.gz,HRR024866
HRR024867_f1.fq.gz,HRR024867
HRR024867_r2.fq.gz,HRR024867
HRR024868_f1.fq.gz,HRR024868
HRR024868_r2.fq.gz,HRR024868
HRR024869_f1.fq.gz,HRR024869
HRR024869_r2.fq.gz,HRR024869
HRR024870_f1.fq.gz,HRR024870
HRR024870_r2.fq.gz,HRR024870
HRR024871_f1.fq.gz,HRR024871
HRR024871_r2.fq.gz,HRR024871
HRR024872_f1.fq.gz,HRR024872
HRR024872_r2.fq.gz,HRR024872
HRR024873_f1.fq.gz,HRR024873
HRR024873_r2.fq.gz,HRR024873
HRR024874_f1.fq.gz,HRR024874
HRR024874_r2.fq.gz,HRR024874
HRR024875_f1.fq.gz,HRR024875
HRR024875_r2.fq.gz,HRR024875
HRR024876_f1.fq.gz,HRR024876
HRR024876_r2.fq.gz,HRR024876
HRR024877_f1.fq.gz,HRR024877
HRR024877_r2.fq.gz,HRR024877
HRR024878_f1.fq.gz,HRR024878
HRR024878_r2.fq.gz,HRR024878
HRR024879_f1.fq.gz,HRR024879
HRR024879_r2.fq.gz,HRR024879
HRR024880_f1.fq.gz,HRR024880
HRR024880_r2.fq.gz,HRR024880
HRR024881_f1.fq.gz,HRR024881
HRR024881_r2.fq.gz,HRR024881
HRR024882_f1.fq.gz,HRR024882
HRR024882_r2.fq.gz,HRR024882
HRR024883_f1.fq.gz,HRR024883
HRR024883_r2.fq.gz,HRR024883
HRR024884_f1.fq.gz,HRR024884
HRR024884_r2.fq.gz,HRR024884
HRR024885_f1.fq.gz,HRR024885
HRR024885_r2.fq.gz,HRR024885
HRR024886_f1.fq.gz,HRR024886
HRR024886_r2.fq.gz,HRR024886
HRR024887_f1.fq.gz,HRR024887
HRR024887_r2.fq.gz,HRR024887
HRR024888_f1.fq.gz,HRR024888
HRR024888_r2.fq.gz,HRR024888
HRR024889_f1.fq.gz,HRR024889
HRR024889_r2.fq.gz,HRR024889
HRR024890_f1.fq.gz,HRR024890
HRR024890_r2.fq.gz,HRR024890
HRR024891_f1.fq.gz,HRR024891
HRR024891_r2.fq.gz,HRR024891
HRR024892_f1.fq.gz,HRR024892
HRR024892_r2.fq.gz,HRR024892
HRR024893_f1.fq.gz,HRR024893
HRR024893_r2.fq.gz,HRR024893
HRR024894_f1.fq.gz,HRR024894
HRR024894_r2.fq.gz,HRR024894
HRR024895_f1.fq.gz,HRR024895
HRR024895_r2.fq.gz,HRR024895
HRR024896_f1.fq.gz,HRR024896
HRR024896_r2.fq.gz,HRR024896
HRR024897_f1.fq.gz,HRR024897
HRR024897_r2.fq.gz,HRR024897
HRR024898_f1.fq.gz,HRR024898
HRR024898_r2.fq.gz,HRR024898
HRR024899_f1.fq.gz,HRR024899
HRR024899_r2.fq.gz,HRR024899
HRR024900_f1.fq.gz,HRR024900
HRR024900_r2.fq.gz,HRR024900
HRR024901_f1.fq.gz,HRR024901
HRR024901_r2.fq.gz,HRR024901
HRR024902_f1.fq.gz,HRR024902
HRR024902_r2.fq.gz,HRR024902
HRR024903_f1.fq.gz,HRR024903
HRR024903_r2.fq.gz,HRR024903
HRR024904_f1.fq.gz,HRR024904
HRR024904_r2.fq.gz,HRR024904
HRR024905_f1.fq.gz,HRR024905
HRR024905_r2.fq.gz,HRR024905
HRR024906_f1.fq.gz,HRR024906
HRR024906_r2.fq.gz,HRR024906
HRR024907_f1.fq.gz,HRR024907
HRR024907_r2.fq.gz,HRR024907
HRR024908_f1.fq.gz,HRR024908
HRR024908_r2.fq.gz,HRR024908
HRR024909_f1.fq.gz,HRR024909
HRR024909_r2.fq.gz,HRR024909
HRR024910_f1.fq.gz,HRR024910
HRR024910_r2.fq.gz,HRR024910
HRR024911_f1.fq.gz,HRR024911
HRR024911_r2.fq.gz,HRR024911
HRR024912_f1.fq.gz,HRR024912
HRR024912_r2.fq.gz,HRR024912
HRR024913_f1.fq.gz,HRR024913
HRR024913_r2.fq.gz,HRR024913
HRR024914_f1.fq.gz,HRR024914
HRR024914_r2.fq.gz,HRR024914
HRR024915_f1.fq.gz,HRR024915
HRR024915_r2.fq.gz,HRR024915
HRR024916_f1.fq.gz,HRR024916
HRR024916_r2.fq.gz,HRR024916
HRR024917_f1.fq.gz,HRR024917
HRR024917_r2.fq.gz,HRR024917
HRR024918_f1.fq.gz,HRR024918
HRR024918_r2.fq.gz,HRR024918
HRR024919_f1.fq.gz,HRR024919
HRR024919_r2.fq.gz,HRR024919
HRR024920_f1.fq.gz,HRR024920
HRR024920_r2.fq.gz,HRR024920
HRR024921_f1.fq.gz,HRR024921
HRR024921_r2.fq.gz,HRR024921
HRR024922_f1.fq.gz,HRR024922
HRR024922_r2.fq.gz,HRR024922
HRR024923_f1.fq.gz,HRR024923
HRR024923_r2.fq.gz,HRR024923
HRR024924_f1.fq.gz,HRR024924
HRR024924_r2.fq.gz,HRR024924
HRR024925_f1.fq.gz,HRR024925
HRR024925_r2.fq.gz,HRR024925
HRR024926_f1.fq.gz,HRR024926
HRR024926_r2.fq.gz,HRR024926
HRR024927_f1.fq.gz,HRR024927
HRR024927_r2.fq.gz,HRR024927
HRR024928_f1.fq.gz,HRR024928
HRR024928_r2.fq.gz,HRR024928
HRR024929_f1.fq.gz,HRR024929
HRR024929_r2.fq.gz,HRR024929
HRR024930_f1.fq.gz,HRR024930
HRR024930_r2.fq.gz,HRR024930
HRR024931_f1.fq.gz,HRR024931
HRR024931_r2.fq.gz,HRR024931
HRR024932_f1.fq.gz,HRR024932
HRR024932_r2.fq.gz,HRR024932
HRR024933_f1.fq.gz,HRR024933
HRR024933_r2.fq.gz,HRR024933
HRR024934_f1.fq.gz,HRR024934
HRR024934_r2.fq.gz,HRR024934
HRR024935_f1.fq.gz,HRR024935
HRR024935_r2.fq.gz,HRR024935
HRR024936_f1.fq.gz,HRR024936
HRR024936_r2.fq.gz,HRR024936
HRR024937_f1.fq.gz,HRR024937
HRR024937_r2.fq.gz,HRR024937
HRR024938_f1.fq.gz,HRR024938
HRR024938_r2.fq.gz,HRR024938
HRR024939_f1.fq.gz,HRR024939
HRR024939_r2.fq.gz,HRR024939
HRR024940_f1.fq.gz,HRR024940
HRR024940_r2.fq.gz,HRR024940
HRR024941_f1.fq.gz,HRR024941
HRR024941_r2.fq.gz,HRR024941
HRR024942_f1.fq.gz,HRR024942
HRR024942_r2.fq.gz,HRR024942
HRR024943_f1.fq.gz,HRR024943
HRR024943_r2.fq.gz,HRR024943
HRR024944_f1.fq.gz,HRR024944
HRR024944_r2.fq.gz,HRR024944
HRR024945_f1.fq.gz,HRR024945
HRR024945_r2.fq.gz,HRR024945
HRR024946_f1.fq.gz,HRR024946
HRR024946_r2.fq.gz,HRR024946
HRR024947_f1.fq.gz,HRR024947
HRR024947_r2.fq.gz,HRR024947
HRR024948_f1.fq.gz,HRR024948
HRR024948_r2.fq.gz,HRR024948
HRR024949_f1.fq.gz,HRR024949
HRR024949_r2.fq.gz,HRR024949
HRR024950_f1.fq.gz,HRR024950
HRR024950_r2.fq.gz,HRR024950
HRR024951_f1.fq.gz,HRR024951
HRR024951_r2.fq.gz,HRR024951
HRR024952_f1.fq.gz,HRR024952
HRR024952_r2.fq.gz,HRR024952
HRR024953_f1.fq.gz,HRR024953
HRR024953_r2.fq.gz,HRR024953
HRR024954_f1.fq.gz,HRR024954
HRR024954_r2.fq.gz,HRR024954
HRR024955_f1.fq.gz,HRR024955
HRR024955_r2.fq.gz,HRR024955
HRR024956_f1.fq.gz,HRR024956
HRR024956_r2.fq.gz,HRR024956
HRR024957_f1.fq.gz,HRR024957
HRR024957_r2.fq.gz,HRR024957
HRR024958_f1.fq.gz,HRR024958
HRR024958_r2.fq.gz,HRR024958
HRR024959_f1.fq.gz,HRR024959
HRR024959_r2.fq.gz,HRR024959
HRR024960_f1.fq.gz,HRR024960
HRR024960_r2.fq.gz,HRR024960
HRR024961_f1.fq.gz,HRR024961
HRR024961_r2.fq.gz,HRR024961
HRR024962_f1.fq.gz,HRR024962
HRR024962_r2.fq.gz,HRR024962
HRR024963_f1.fq.gz,HRR024963
HRR024963_r2.fq.gz,HRR024963
HRR024964_f1.fq.gz,HRR024964
HRR024964_r2.fq.gz,HRR024964
HRR024965_f1.fq.gz,HRR024965
HRR024965_r2.fq.gz,HRR024965
HRR024966_f1.fq.gz,HRR024966
HRR024966_r2.fq.gz,HRR024966
HRR024967_f1.fq.gz,HRR024967
HRR024967_r2.fq.gz,HRR024967
HRR024968_f1.fq.gz,HRR024968
HRR024968_r2.fq.gz,HRR024968
HRR024969_f1.fq.gz,HRR024969
HRR024969_r2.fq.gz,HRR024969
HRR024970_f1.fq.gz,HRR024970
HRR024970_r2.fq.gz,HRR024970
HRR024971_f1.fq.gz,HRR024971
HRR024971_r2.fq.gz,HRR024971
HRR024972_f1.fq.gz,HRR024972
HRR024972_r2.fq.gz,HRR024972
HRR024973_f1.fq.gz,HRR024973
HRR024973_r2.fq.gz,HRR024973
HRR024974_f1.fq.gz,HRR024974
HRR024974_r2.fq.gz,HRR024974
HRR024975_f1.fq.gz,HRR024975
HRR024975_r2.fq.gz,HRR024975
HRR024976_f1.fq.gz,HRR024976
HRR024976_r2.fq.gz,HRR024976
HRR024977_f1.fq.gz,HRR024977
HRR024977_r2.fq.gz,HRR024977
HRR024978_f1.fq.gz,HRR024978
HRR024978_r2.fq.gz,HRR024978
HRR024979_f1.fq.gz,HRR024979
HRR024979_r2.fq.gz,HRR024979
HRR024980_f1.fq.gz,HRR024980
HRR024980_r2.fq.gz,HRR024980
HRR024981_f1.fq.gz,HRR024981
HRR024981_r2.fq.gz,HRR024981
HRR024982_f1.fq.gz,HRR024982
HRR024982_r2.fq.gz,HRR024982
HRR024983_f1.fq.gz,HRR024983
HRR024983_r2.fq.gz,HRR024983
HRR024984_f1.fq.gz,HRR024984
HRR024984_r2.fq.gz,HRR024984
HRR024985_f1.fq.gz,HRR024985
HRR024985_r2.fq.gz,HRR024985
HRR024986_f1.fq.gz,HRR024986
HRR024986_r2.fq.gz,HRR024986
HRR024987_f1.fq.gz,HRR024987
HRR024987_r2.fq.gz,HRR024987
HRR024988_f1.fq.gz,HRR024988
HRR024988_r2.fq.gz,HRR024988
HRR024989_f1.fq.gz,HRR024989
HRR024989_r2.fq.gz,HRR024989
HRR024990_f1.fq.gz,HRR024990
HRR024990_r2.fq.gz,HRR024990
HRR024991_f1.fq.gz,HRR024991
HRR024991_r2.fq.gz,HRR024991
HRR024992_f1.fq.gz,HRR024992
HRR024992_r2.fq.gz,HRR024992
HRR024993_f1.fq.gz,HRR024993
HRR024993_r2.fq.gz,HRR024993
HRR024994_f1.fq.gz,HRR024994
HRR024994_r2.fq.gz,HRR024994
HRR024995_f1.fq.gz,HRR024995
HRR024995_r2.fq.gz,HRR024995
HRR024996_f1.fq.gz,HRR024996
HRR024996_r2.fq.gz,HRR024996
HRR024997_f1.fq.gz,HRR024997
HRR024997_r2.fq.gz,HRR024997
HRR024998_f1.fq.gz,HRR024998
HRR024998_r2.fq.gz,HRR024998
HRR024999_f1.fq.gz,HRR024999
HRR024999_r2.fq.gz,HRR024999
HRR025000_f1.fq.gz,HRR025000
HRR025000_r2.fq.gz,HRR025000
HRR025001_f1.fq.gz,HRR025001
HRR025001_r2.fq.gz,HRR025001
HRR025002_f1.fq.gz,HRR025002
HRR025002_r2.fq.gz,HRR025002
HRR025003_f1.fq.gz,HRR025003
HRR025003_r2.fq.gz,HRR025003
HRR025004_f1.fq.gz,HRR025004
HRR025004_r2.fq.gz,HRR025004
HRR025005_f1.fq.gz,HRR025005
HRR025005_r2.fq.gz,HRR025005
HRR025006_f1.fq.gz,HRR025006
HRR025006_r2.fq.gz,HRR025006
HRR025007_f1.fq.gz,HRR025007
HRR025007_r2.fq.gz,HRR025007
HRR025008_f1.fq.gz,HRR025008
HRR025008_r2.fq.gz,HRR025008
HRR025009_f1.fq.gz,HRR025009
HRR025009_r2.fq.gz,HRR025009
HRR025010_f1.fq.gz,HRR025010
HRR025010_r2.fq.gz,HRR025010
HRR025011_f1.fq.gz,HRR025011
HRR025011_r2.fq.gz,HRR025011
HRR025012_f1.fq.gz,HRR025012
HRR025012_r2.fq.gz,HRR025012
HRR025013_f1.fq.gz,HRR025013
HRR025013_r2.fq.gz,HRR025013
HRR025014_f1.fq.gz,HRR025014
HRR025014_r2.fq.gz,HRR025014
HRR025015_f1.fq.gz,HRR025015
HRR025015_r2.fq.gz,HRR025015
HRR025016_f1.fq.gz,HRR025016
HRR025016_r2.fq.gz,HRR025016
HRR025017_f1.fq.gz,HRR025017
HRR025017_r2.fq.gz,HRR025017
