study_accession,individual_accession,sample_accession,experiment_accession,run_accession,file_name,file_path,file_format,strategy,T1_id,semantic_format,size,platform,data_level,individual_name,sample_name
HRA016026,HRI1703337,HRS2218312,HRX2458265,HRR2997100,HRR2997100_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997100/HRR2997100_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997100_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997100/HRR2997100_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3901,L3901_Normal
HRA016026,HRI1703337,HRS2218313,HRX2458266,HRR2997101,HRR2997101_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997101/HRR2997101_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997101_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997101/HRR2997101_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L3901,L3901_Tumor
HRA016026,HRI1703337,HRS2218313,HRX2458266,HRR2997101,HRR2997101_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997101/HRR2997101_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997101_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997101/HRR2997101_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3901,L3901_Tumor
HRA016026,,,,HRR2997102,HRR2997102_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997102/HRR2997102_f1.fq.gz,fastq.gz,WGS,HRR2997102_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997102/HRR2997102_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997102,HRR2997102_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997102/HRR2997102_r2.fq.gz,fastq.gz,WGS,HRR2997102_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997102/HRR2997102_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997103,HRR2997103_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997103/HRR2997103_f1.fq.gz,fastq.gz,WGS,HRR2997103_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997103/HRR2997103_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997103,HRR2997103_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997103/HRR2997103_r2.fq.gz,fastq.gz,WGS,HRR2997103_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997103/HRR2997103_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703338,HRS2218314,HRX2458269,HRR2997104,HRR2997104_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997104/HRR2997104_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997104_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997104/HRR2997104_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L3928,L3928_Normal
HRA016026,HRI1703338,HRS2218314,HRX2458269,HRR2997104,HRR2997104_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997104/HRR2997104_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997104_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997104/HRR2997104_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3928,L3928_Normal
HRA016026,HRI1703338,HRS2218315,HRX2458270,HRR2997105,HRR2997105_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997105/HRR2997105_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997105_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997105/HRR2997105_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L3928,L3928_Tumor
HRA016026,HRI1703338,HRS2218315,HRX2458270,HRR2997105,HRR2997105_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997105/HRR2997105_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997105_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997105/HRR2997105_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3928,L3928_Tumor
HRA016026,,,,HRR2997106,HRR2997106_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997106/HRR2997106_f1.fq.gz,fastq.gz,WGS,HRR2997106_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997106/HRR2997106_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997106,HRR2997106_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997106/HRR2997106_r2.fq.gz,fastq.gz,WGS,HRR2997106_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997106/HRR2997106_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997107,HRR2997107_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997107/HRR2997107_f1.fq.gz,fastq.gz,WGS,HRR2997107_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997107/HRR2997107_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997107,HRR2997107_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997107/HRR2997107_r2.fq.gz,fastq.gz,WGS,HRR2997107_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997107/HRR2997107_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703339,HRS2218316,HRX2458273,HRR2997108,HRR2997108_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997108/HRR2997108_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997108_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997108/HRR2997108_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L3942,L3942_Normal
HRA016026,HRI1703339,HRS2218316,HRX2458273,HRR2997108,HRR2997108_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997108/HRR2997108_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997108_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997108/HRR2997108_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3942,L3942_Normal
HRA016026,HRI1703339,HRS2218317,HRX2458274,HRR2997109,HRR2997109_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997109/HRR2997109_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997109_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997109/HRR2997109_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L3942,L3942_Tumor
HRA016026,HRI1703339,HRS2218317,HRX2458274,HRR2997109,HRR2997109_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997109/HRR2997109_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997109_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997109/HRR2997109_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L3942,L3942_Tumor
HRA016026,,,,HRR2997110,HRR2997110_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997110/HRR2997110_f1.fq.gz,fastq.gz,WGS,HRR2997110_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997110/HRR2997110_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997110,HRR2997110_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997110/HRR2997110_r2.fq.gz,fastq.gz,WGS,HRR2997110_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997110/HRR2997110_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997111,HRR2997111_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997111/HRR2997111_f1.fq.gz,fastq.gz,WGS,HRR2997111_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997111/HRR2997111_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997111,HRR2997111_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997111/HRR2997111_r2.fq.gz,fastq.gz,WGS,HRR2997111_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997111/HRR2997111_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703340,HRS2218318,HRX2458277,HRR2997112,HRR2997112_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997112/HRR2997112_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997112_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997112/HRR2997112_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4011,L4011_Normal
HRA016026,HRI1703340,HRS2218318,HRX2458277,HRR2997112,HRR2997112_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997112/HRR2997112_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997112_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997112/HRR2997112_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4011,L4011_Normal
HRA016026,HRI1703340,HRS2218319,HRX2458278,HRR2997113,HRR2997113_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997113/HRR2997113_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997113_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997113/HRR2997113_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4011,L4011_Tumor
HRA016026,HRI1703340,HRS2218319,HRX2458278,HRR2997113,HRR2997113_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997113/HRR2997113_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997113_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997113/HRR2997113_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4011,L4011_Tumor
HRA016026,,,,HRR2997114,HRR2997114_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997114/HRR2997114_f1.fq.gz,fastq.gz,WGS,HRR2997114_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997114/HRR2997114_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997114,HRR2997114_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997114/HRR2997114_r2.fq.gz,fastq.gz,WGS,HRR2997114_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997114/HRR2997114_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997115,HRR2997115_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997115/HRR2997115_f1.fq.gz,fastq.gz,WGS,HRR2997115_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997115/HRR2997115_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997115,HRR2997115_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997115/HRR2997115_r2.fq.gz,fastq.gz,WGS,HRR2997115_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997115/HRR2997115_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703341,HRS2218320,HRX2458281,HRR2997116,HRR2997116_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997116/HRR2997116_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997116_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997116/HRR2997116_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4052,L4052_Normal
HRA016026,HRI1703341,HRS2218320,HRX2458281,HRR2997116,HRR2997116_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997116/HRR2997116_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997116_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997116/HRR2997116_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4052,L4052_Normal
HRA016026,HRI1703341,HRS2218321,HRX2458282,HRR2997117,HRR2997117_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997117/HRR2997117_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997117_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997117/HRR2997117_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4052,L4052_Tumor
HRA016026,HRI1703341,HRS2218321,HRX2458282,HRR2997117,HRR2997117_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997117/HRR2997117_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997117_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997117/HRR2997117_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4052,L4052_Tumor
HRA016026,,,,HRR2997118,HRR2997118_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997118/HRR2997118_f1.fq.gz,fastq.gz,WGS,HRR2997118_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997118/HRR2997118_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997118,HRR2997118_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997118/HRR2997118_r2.fq.gz,fastq.gz,WGS,HRR2997118_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997118/HRR2997118_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997119,HRR2997119_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997119/HRR2997119_f1.fq.gz,fastq.gz,WGS,HRR2997119_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997119/HRR2997119_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997119,HRR2997119_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997119/HRR2997119_r2.fq.gz,fastq.gz,WGS,HRR2997119_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997119/HRR2997119_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703342,HRS2218322,HRX2458285,HRR2997120,HRR2997120_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997120/HRR2997120_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997120_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997120/HRR2997120_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4075,L4075_Normal
HRA016026,HRI1703342,HRS2218322,HRX2458285,HRR2997120,HRR2997120_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997120/HRR2997120_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997120_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997120/HRR2997120_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4075,L4075_Normal
HRA016026,HRI1703342,HRS2218323,HRX2458286,HRR2997121,HRR2997121_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997121/HRR2997121_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997121_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997121/HRR2997121_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4075,L4075_Tumor
HRA016026,HRI1703342,HRS2218323,HRX2458286,HRR2997121,HRR2997121_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997121/HRR2997121_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997121_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997121/HRR2997121_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4075,L4075_Tumor
HRA016026,,,,HRR2997122,HRR2997122_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997122/HRR2997122_f1.fq.gz,fastq.gz,WGS,HRR2997122_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997122/HRR2997122_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997122,HRR2997122_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997122/HRR2997122_r2.fq.gz,fastq.gz,WGS,HRR2997122_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997122/HRR2997122_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997123,HRR2997123_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997123/HRR2997123_f1.fq.gz,fastq.gz,WGS,HRR2997123_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997123/HRR2997123_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997123,HRR2997123_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997123/HRR2997123_r2.fq.gz,fastq.gz,WGS,HRR2997123_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997123/HRR2997123_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703343,HRS2218324,HRX2458289,HRR2997124,HRR2997124_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997124/HRR2997124_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997124_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997124/HRR2997124_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4082,L4082_Normal
HRA016026,HRI1703343,HRS2218324,HRX2458289,HRR2997124,HRR2997124_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997124/HRR2997124_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997124_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997124/HRR2997124_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4082,L4082_Normal
HRA016026,HRI1703343,HRS2218325,HRX2458290,HRR2997125,HRR2997125_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997125/HRR2997125_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997125_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997125/HRR2997125_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4082,L4082_Tumor
HRA016026,HRI1703343,HRS2218325,HRX2458290,HRR2997125,HRR2997125_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997125/HRR2997125_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997125_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997125/HRR2997125_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4082,L4082_Tumor
HRA016026,,,,HRR2997126,HRR2997126_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997126/HRR2997126_f1.fq.gz,fastq.gz,WGS,HRR2997126_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997126/HRR2997126_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997126,HRR2997126_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997126/HRR2997126_r2.fq.gz,fastq.gz,WGS,HRR2997126_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997126/HRR2997126_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997127,HRR2997127_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997127/HRR2997127_f1.fq.gz,fastq.gz,WGS,HRR2997127_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997127/HRR2997127_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997127,HRR2997127_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997127/HRR2997127_r2.fq.gz,fastq.gz,WGS,HRR2997127_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997127/HRR2997127_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703344,HRS2218326,HRX2458293,HRR2997128,HRR2997128_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997128/HRR2997128_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997128_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997128/HRR2997128_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4213,L4213_Normal
HRA016026,HRI1703344,HRS2218326,HRX2458293,HRR2997128,HRR2997128_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997128/HRR2997128_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997128_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997128/HRR2997128_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4213,L4213_Normal
HRA016026,HRI1703344,HRS2218327,HRX2458294,HRR2997129,HRR2997129_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997129/HRR2997129_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997129_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997129/HRR2997129_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4213,L4213_Tumor
HRA016026,HRI1703344,HRS2218327,HRX2458294,HRR2997129,HRR2997129_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997129/HRR2997129_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997129_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997129/HRR2997129_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4213,L4213_Tumor
HRA016026,,,,HRR2997130,HRR2997130_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997130/HRR2997130_f1.fq.gz,fastq.gz,WGS,HRR2997130_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997130/HRR2997130_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997130,HRR2997130_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997130/HRR2997130_r2.fq.gz,fastq.gz,WGS,HRR2997130_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997130/HRR2997130_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,,,,HRR2997131,HRR2997131_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997131/HRR2997131_f1.fq.gz,fastq.gz,WGS,HRR2997131_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997131/HRR2997131_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997131,HRR2997131_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997131/HRR2997131_r2.fq.gz,fastq.gz,WGS,HRR2997131_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997131/HRR2997131_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA016026,HRI1703345,HRS2218328,HRX2458297,HRR2997132,HRR2997132_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997132/HRR2997132_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997132_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997132/HRR2997132_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4227,L4227_Normal
HRA016026,HRI1703345,HRS2218328,HRX2458297,HRR2997132,HRR2997132_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997132/HRR2997132_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997132_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997132/HRR2997132_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4227,L4227_Normal
HRA016026,HRI1703345,HRS2218329,HRX2458298,HRR2997133,HRR2997133_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997133/HRR2997133_f1.fq.gz,fastq.gz,bulk_RNA,HRR2997133_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997133/HRR2997133_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,DNBSEQ-T7,1,L4227,L4227_Tumor
HRA016026,HRI1703345,HRS2218329,HRX2458298,HRR2997133,HRR2997133_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997133/HRR2997133_r2.fq.gz,fastq.gz,bulk_RNA,HRR2997133_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997133/HRR2997133_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,DNBSEQ-T7,1,L4227,L4227_Tumor
HRA016026,,,,HRR2997134,HRR2997134_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997134/HRR2997134_f1.fq.gz,fastq.gz,WGS,HRR2997134_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997134/HRR2997134_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA016026,,,,HRR2997134,HRR2997134_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA016026/HRR2997134/HRR2997134_r2.fq.gz,fastq.gz,WGS,HRR2997134_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA016026/HRR2997134/HRR2997134_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
