files,study_accession
HRR365949_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365949/HRR365949_f1.fq.gz,HRA001272
HRR365949_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365949/HRR365949_r2.fq.gz,HRA001272
HRR365951_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365951/HRR365951_f1.fastq.gz,HRA001272
HRR365951_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365951/HRR365951_r2.fastq.gz,HRA001272
HRR365950_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365950/HRR365950_f1.fq.gz,HRA001272
HRR365950_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365950/HRR365950_r2.fq.gz,HRA001272
HRR365953_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365953/HRR365953_f1.fastq.gz,HRA001272
HRR365953_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365953/HRR365953_r2.fastq.gz,HRA001272
HRR365952_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365952/HRR365952_f1.fq.gz,HRA001272
HRR365952_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365952/HRR365952_r2.fq.gz,HRA001272
HRR365955_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365955/HRR365955_f1.fastq.gz,HRA001272
HRR365955_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365955/HRR365955_r2.fastq.gz,HRA001272
HRR365954_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365954/HRR365954_f1.fq.gz,HRA001272
HRR365954_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365954/HRR365954_r2.fq.gz,HRA001272
HRR365957_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365957/HRR365957_f1.fastq.gz,HRA001272
HRR365957_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365957/HRR365957_r2.fastq.gz,HRA001272
HRR365956_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365956/HRR365956_f1.fq.gz,HRA001272
HRR365956_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365956/HRR365956_r2.fq.gz,HRA001272
HRR365958_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365958/HRR365958_f1.fastq.gz,HRA001272
HRR365958_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365958/HRR365958_r2.fastq.gz,HRA001272
HRR365960_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365960/HRR365960_f1.fastq.gz,HRA001272
HRR365960_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365960/HRR365960_r2.fastq.gz,HRA001272
HRR365959_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365959/HRR365959_f1.fq.gz,HRA001272
HRR365959_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365959/HRR365959_r2.fq.gz,HRA001272
HRR365961_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365961/HRR365961_f1.fastq.gz,HRA001272
HRR365961_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365961/HRR365961_r2.fastq.gz,HRA001272
HRR366781_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366781/HRR366781_f1.fq.gz,HRA001272
HRR366781_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366781/HRR366781_r2.fq.gz,HRA001272
HRR365962_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365962/HRR365962_f1.fastq.gz,HRA001272
HRR365962_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365962/HRR365962_r2.fastq.gz,HRA001272
HRR365963_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365963/HRR365963_f1.fq.gz,HRA001272
HRR365963_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365963/HRR365963_r2.fq.gz,HRA001272
HRR365965_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365965/HRR365965_f1.fastq.gz,HRA001272
HRR365965_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365965/HRR365965_r2.fastq.gz,HRA001272
HRR365964_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365964/HRR365964_f1.fq.gz,HRA001272
HRR365964_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365964/HRR365964_r2.fq.gz,HRA001272
HRR365966_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365966/HRR365966_f1.fastq.gz,HRA001272
HRR365966_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365966/HRR365966_r2.fastq.gz,HRA001272
HRR366782_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366782/HRR366782_f1.fq.gz,HRA001272
HRR366782_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366782/HRR366782_r2.fq.gz,HRA001272
HRR365967_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365967/HRR365967_f1.fastq.gz,HRA001272
HRR365967_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365967/HRR365967_r2.fastq.gz,HRA001272
HRR365968_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365968/HRR365968_f1.fq.gz,HRA001272
HRR365968_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365968/HRR365968_r2.fq.gz,HRA001272
HRR365970_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365970/HRR365970_f1.fastq.gz,HRA001272
HRR365970_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365970/HRR365970_r2.fastq.gz,HRA001272
HRR365969_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365969/HRR365969_f1.fq.gz,HRA001272
HRR365969_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365969/HRR365969_r2.fq.gz,HRA001272
HRR365971_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365971/HRR365971_f1.fastq.gz,HRA001272
HRR365971_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365971/HRR365971_r2.fastq.gz,HRA001272
HRR366783_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366783/HRR366783_f1.fq.gz,HRA001272
HRR366783_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366783/HRR366783_r2.fq.gz,HRA001272
HRR365972_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365972/HRR365972_f1.fastq.gz,HRA001272
HRR365972_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365972/HRR365972_r2.fastq.gz,HRA001272
HRR365973_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365973/HRR365973_f1.fq.gz,HRA001272
HRR365973_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365973/HRR365973_r2.fq.gz,HRA001272
HRR365974_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365974/HRR365974_f1.fastq.gz,HRA001272
HRR365974_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365974/HRR365974_r2.fastq.gz,HRA001272
HRR366784_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366784/HRR366784_f1.fq.gz,HRA001272
HRR366784_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366784/HRR366784_r2.fq.gz,HRA001272
HRR365976_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365976/HRR365976_f1.fastq.gz,HRA001272
HRR365976_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365976/HRR365976_r2.fastq.gz,HRA001272
HRR365975_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365975/HRR365975_f1.fq.gz,HRA001272
HRR365975_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365975/HRR365975_r2.fq.gz,HRA001272
HRR365978_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365978/HRR365978_f1.fastq.gz,HRA001272
HRR365978_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365978/HRR365978_r2.fastq.gz,HRA001272
HRR365977_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365977/HRR365977_f1.fq.gz,HRA001272
HRR365977_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365977/HRR365977_r2.fq.gz,HRA001272
HRR365979_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365979/HRR365979_f1.fastq.gz,HRA001272
HRR365979_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365979/HRR365979_r2.fastq.gz,HRA001272
HRR365980_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365980/HRR365980_f1.fq.gz,HRA001272
HRR365980_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365980/HRR365980_r2.fq.gz,HRA001272
HRR365981_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365981/HRR365981_f1.fastq.gz,HRA001272
HRR365981_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365981/HRR365981_r2.fastq.gz,HRA001272
HRR365982_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365982/HRR365982_f1.fq.gz,HRA001272
HRR365982_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365982/HRR365982_r2.fq.gz,HRA001272
HRR365984_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365984/HRR365984_f1.fastq.gz,HRA001272
HRR365984_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365984/HRR365984_r2.fastq.gz,HRA001272
HRR365983_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365983/HRR365983_f1.fq.gz,HRA001272
HRR365983_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365983/HRR365983_r2.fq.gz,HRA001272
HRR365985_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365985/HRR365985_f1.fastq.gz,HRA001272
HRR365985_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365985/HRR365985_r2.fastq.gz,HRA001272
HRR366785_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366785/HRR366785_f1.fq.gz,HRA001272
HRR366785_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366785/HRR366785_r2.fq.gz,HRA001272
HRR365987_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365987/HRR365987_f1.fastq.gz,HRA001272
HRR365987_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365987/HRR365987_r2.fastq.gz,HRA001272
HRR365986_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365986/HRR365986_f1.fq.gz,HRA001272
HRR365986_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365986/HRR365986_r2.fq.gz,HRA001272
HRR365989_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365989/HRR365989_f1.fastq.gz,HRA001272
HRR365989_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365989/HRR365989_r2.fastq.gz,HRA001272
HRR365988_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365988/HRR365988_f1.fq.gz,HRA001272
HRR365988_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365988/HRR365988_r2.fq.gz,HRA001272
HRR365990_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365990/HRR365990_f1.fastq.gz,HRA001272
HRR365990_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365990/HRR365990_r2.fastq.gz,HRA001272
HRR365991_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365991/HRR365991_f1.fastq.gz,HRA001272
HRR365991_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365991/HRR365991_r2.fastq.gz,HRA001272
HRR365993_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365993/HRR365993_f1.fastq.gz,HRA001272
HRR365993_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365993/HRR365993_r2.fastq.gz,HRA001272
HRR365992_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365992/HRR365992_f1.fq.gz,HRA001272
HRR365992_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365992/HRR365992_r2.fq.gz,HRA001272
HRR365995_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365995/HRR365995_f1.fastq.gz,HRA001272
HRR365995_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365995/HRR365995_r2.fastq.gz,HRA001272
HRR365994_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365994/HRR365994_f1.fq.gz,HRA001272
HRR365994_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365994/HRR365994_r2.fq.gz,HRA001272
HRR365996_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365996/HRR365996_f1.fastq.gz,HRA001272
HRR365996_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365996/HRR365996_r2.fastq.gz,HRA001272
HRR365998_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365998/HRR365998_f1.fastq.gz,HRA001272
HRR365998_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365998/HRR365998_r2.fastq.gz,HRA001272
HRR365997_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365997/HRR365997_f1.fq.gz,HRA001272
HRR365997_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365997/HRR365997_r2.fq.gz,HRA001272
HRR366000_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366000/HRR366000_f1.fastq.gz,HRA001272
HRR366000_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366000/HRR366000_r2.fastq.gz,HRA001272
HRR365999_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365999/HRR365999_f1.fq.gz,HRA001272
HRR365999_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365999/HRR365999_r2.fq.gz,HRA001272
HRR366002_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366002/HRR366002_f1.fastq.gz,HRA001272
HRR366002_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366002/HRR366002_r2.fastq.gz,HRA001272
HRR366001_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366001/HRR366001_f1.fq.gz,HRA001272
HRR366001_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366001/HRR366001_r2.fq.gz,HRA001272
HRR366003_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366003/HRR366003_f1.fastq.gz,HRA001272
HRR366003_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366003/HRR366003_r2.fastq.gz,HRA001272
HRR366005_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366005/HRR366005_f1.fastq.gz,HRA001272
HRR366005_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366005/HRR366005_r2.fastq.gz,HRA001272
HRR366004_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366004/HRR366004_f1.fq.gz,HRA001272
HRR366004_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366004/HRR366004_r2.fq.gz,HRA001272
HRR366007_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366007/HRR366007_f1.fastq.gz,HRA001272
HRR366007_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366007/HRR366007_r2.fastq.gz,HRA001272
HRR366006_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366006/HRR366006_f1.fq.gz,HRA001272
HRR366006_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366006/HRR366006_r2.fq.gz,HRA001272
HRR366009_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366009/HRR366009_f1.fastq.gz,HRA001272
HRR366009_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366009/HRR366009_r2.fastq.gz,HRA001272
HRR366008_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366008/HRR366008_f1.fq.gz,HRA001272
HRR366008_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366008/HRR366008_r2.fq.gz,HRA001272
HRR366011_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366011/HRR366011_f1.fastq.gz,HRA001272
HRR366011_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366011/HRR366011_r2.fastq.gz,HRA001272
HRR366010_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366010/HRR366010_f1.fq.gz,HRA001272
HRR366010_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366010/HRR366010_r2.fq.gz,HRA001272
HRR366013_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366013/HRR366013_f1.fastq.gz,HRA001272
HRR366013_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366013/HRR366013_r2.fastq.gz,HRA001272
HRR366012_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366012/HRR366012_f1.fq.gz,HRA001272
HRR366012_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366012/HRR366012_r2.fq.gz,HRA001272
HRR366014_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366014/HRR366014_f1.fastq.gz,HRA001272
HRR366014_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366014/HRR366014_r2.fastq.gz,HRA001272
HRR366016_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366016/HRR366016_f1.fastq.gz,HRA001272
HRR366016_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366016/HRR366016_r2.fastq.gz,HRA001272
HRR366015_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366015/HRR366015_f1.fq.gz,HRA001272
HRR366015_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366015/HRR366015_r2.fq.gz,HRA001272
HRR366018_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366018/HRR366018_f1.fastq.gz,HRA001272
HRR366018_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366018/HRR366018_r2.fastq.gz,HRA001272
HRR366017_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366017/HRR366017_f1.fq.gz,HRA001272
HRR366017_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366017/HRR366017_r2.fq.gz,HRA001272
HRR366019_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366019/HRR366019_f1.fastq.gz,HRA001272
HRR366019_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366019/HRR366019_r2.fastq.gz,HRA001272
HRR366020_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366020/HRR366020_f1.fastq.gz,HRA001272
HRR366020_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366020/HRR366020_r2.fastq.gz,HRA001272
HRR366022_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366022/HRR366022_f1.fastq.gz,HRA001272
HRR366022_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366022/HRR366022_r2.fastq.gz,HRA001272
HRR366021_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366021/HRR366021_f1.fq.gz,HRA001272
HRR366021_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366021/HRR366021_r2.fq.gz,HRA001272
HRR366023_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366023/HRR366023_f1.fastq.gz,HRA001272
HRR366023_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366023/HRR366023_r2.fastq.gz,HRA001272
HRR366024_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366024/HRR366024_f1.fq.gz,HRA001272
HRR366024_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366024/HRR366024_r2.fq.gz,HRA001272
HRR366025_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366025/HRR366025_f1.fastq.gz,HRA001272
HRR366025_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366025/HRR366025_r2.fastq.gz,HRA001272
HRR366026_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366026/HRR366026_f1.fastq.gz,HRA001272
HRR366026_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366026/HRR366026_r2.fastq.gz,HRA001272
HRR366027_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366027/HRR366027_f1.fastq.gz,HRA001272
HRR366027_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366027/HRR366027_r2.fastq.gz,HRA001272
HRR366028_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366028/HRR366028_f1.fastq.gz,HRA001272
HRR366028_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366028/HRR366028_r2.fastq.gz,HRA001272
HRR366029_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366029/HRR366029_f1.fastq.gz,HRA001272
HRR366029_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366029/HRR366029_r2.fastq.gz,HRA001272
HRR366030_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366030/HRR366030_f1.fastq.gz,HRA001272
HRR366030_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366030/HRR366030_r2.fastq.gz,HRA001272
HRR366031_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366031/HRR366031_f1.fq.gz,HRA001272
HRR366031_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366031/HRR366031_r2.fq.gz,HRA001272
HRR366033_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366033/HRR366033_f1.fastq.gz,HRA001272
HRR366033_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366033/HRR366033_r2.fastq.gz,HRA001272
HRR366032_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366032/HRR366032_f1.fq.gz,HRA001272
HRR366032_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366032/HRR366032_r2.fq.gz,HRA001272
HRR366034_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366034/HRR366034_f1.fastq.gz,HRA001272
HRR366034_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366034/HRR366034_r2.fastq.gz,HRA001272
HRR366035_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366035/HRR366035_f1.fastq.gz,HRA001272
HRR366035_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366035/HRR366035_r2.fastq.gz,HRA001272
HRR366036_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366036/HRR366036_f1.fastq.gz,HRA001272
HRR366036_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366036/HRR366036_r2.fastq.gz,HRA001272
HRR366037_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366037/HRR366037_f1.fastq.gz,HRA001272
HRR366037_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366037/HRR366037_r2.fastq.gz,HRA001272
HRR366038_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366038/HRR366038_f1.fq.gz,HRA001272
HRR366038_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366038/HRR366038_r2.fq.gz,HRA001272
HRR366039_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366039/HRR366039_f1.fastq.gz,HRA001272
HRR366039_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366039/HRR366039_r2.fastq.gz,HRA001272
HRR366041_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366041/HRR366041_f1.fastq.gz,HRA001272
HRR366041_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366041/HRR366041_r2.fastq.gz,HRA001272
HRR366040_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366040/HRR366040_f1.fq.gz,HRA001272
HRR366040_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366040/HRR366040_r2.fq.gz,HRA001272
HRR366042_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366042/HRR366042_f1.fastq.gz,HRA001272
HRR366042_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366042/HRR366042_r2.fastq.gz,HRA001272
