study_accession,t2_id,files,file_type,format,size,data_level,size_bytes,file_path,strategy,run_accession,semantic_format,sample_accession,individual_accession
HRA001749,HRR573182.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573182.vcf,HRR573182.vcf,SomaticSNV-VCF-files,vcf,101.37 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573182.vcf,WES,HRR573182,DNA_VARIANT_VCF_GENERAL,HRS321820,HRI180009
HRA001749,HRR573184.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573184.vcf,HRR573184.vcf,SomaticSNV-VCF-files,vcf,46.32 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573184.vcf,WES,HRR573184,DNA_VARIANT_VCF_GENERAL,HRS321822,HRI180010
HRA001749,HRR573186.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573186.vcf,HRR573186.vcf,SomaticSNV-VCF-files,vcf,737.87 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573186.vcf,WES,HRR573186,DNA_VARIANT_VCF_GENERAL,HRS321824,HRI180011
HRA001749,HRR573188.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573188.vcf,HRR573188.vcf,SomaticSNV-VCF-files,vcf,100.02 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573188.vcf,WES,HRR573188,DNA_VARIANT_VCF_GENERAL,HRS321826,HRI180012
HRA001749,HRR573190.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573190.vcf,HRR573190.vcf,SomaticSNV-VCF-files,vcf,244.14 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573190.vcf,WES,HRR573190,DNA_VARIANT_VCF_GENERAL,HRS321828,HRI180013
HRA001749,HRR573192.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573192.vcf,HRR573192.vcf,SomaticSNV-VCF-files,vcf,1.70 MB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573192.vcf,WES,HRR573192,DNA_VARIANT_VCF_GENERAL,HRS321830,HRI180014
HRA001749,HRR573194.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573194.vcf,HRR573194.vcf,SomaticSNV-VCF-files,vcf,170.82 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573194.vcf,WES,HRR573194,DNA_VARIANT_VCF_GENERAL,HRS321832,HRI180015
HRA001749,HRR573196.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573196.vcf,HRR573196.vcf,SomaticSNV-VCF-files,vcf,125.25 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573196.vcf,WES,HRR573196,DNA_VARIANT_VCF_GENERAL,HRS321834,HRI180016
HRA001749,HRR573198.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573198.vcf,HRR573198.vcf,SomaticSNV-VCF-files,vcf,151.24 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573198.vcf,WES,HRR573198,DNA_VARIANT_VCF_GENERAL,HRS321836,HRI180017
HRA001749,HRR573200.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573200.vcf,HRR573200.vcf,SomaticSNV-VCF-files,vcf,171.35 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573200.vcf,WES,HRR573200,DNA_VARIANT_VCF_GENERAL,HRS321838,HRI180018
HRA001749,HRR573202.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573202.vcf,HRR573202.vcf,SomaticSNV-VCF-files,vcf,305.91 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573202.vcf,WES,HRR573202,DNA_VARIANT_VCF_GENERAL,HRS321840,HRI180019
HRA001749,HRR573204.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573204.vcf,HRR573204.vcf,SomaticSNV-VCF-files,vcf,85.83 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573204.vcf,WES,HRR573204,DNA_VARIANT_VCF_GENERAL,HRS321842,HRI180020
HRA001749,HRR573206.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573206.vcf,HRR573206.vcf,SomaticSNV-VCF-files,vcf,198.50 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573206.vcf,WES,HRR573206,DNA_VARIANT_VCF_GENERAL,HRS321844,HRI180021
HRA001749,HRR573208.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573208.vcf,HRR573208.vcf,SomaticSNV-VCF-files,vcf,81.87 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573208.vcf,WES,HRR573208,DNA_VARIANT_VCF_GENERAL,HRS321846,HRI180022
HRA001749,HRR573210.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573210.vcf,HRR573210.vcf,SomaticSNV-VCF-files,vcf,145.14 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573210.vcf,WES,HRR573210,DNA_VARIANT_VCF_GENERAL,HRS321848,HRI180023
HRA001749,HRR573212.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573212.vcf,HRR573212.vcf,SomaticSNV-VCF-files,vcf,165.75 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573212.vcf,WES,HRR573212,DNA_VARIANT_VCF_GENERAL,HRS321850,HRI180024
HRA001749,HRR573214.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573214.vcf,HRR573214.vcf,SomaticSNV-VCF-files,vcf,183.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573214.vcf,WES,HRR573214,DNA_VARIANT_VCF_GENERAL,HRS321852,HRI180025
HRA001749,HRR573216.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573216.vcf,HRR573216.vcf,SomaticSNV-VCF-files,vcf,171.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573216.vcf,WES,HRR573216,DNA_VARIANT_VCF_GENERAL,HRS321854,HRI180026
HRA001749,HRR573218.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573218.vcf,HRR573218.vcf,SomaticSNV-VCF-files,vcf,55.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573218.vcf,WES,HRR573218,DNA_VARIANT_VCF_GENERAL,HRS321856,HRI180027
HRA001749,HRR573220.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573220.vcf,HRR573220.vcf,SomaticSNV-VCF-files,vcf,174.37 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573220.vcf,WES,HRR573220,DNA_VARIANT_VCF_GENERAL,HRS321858,HRI180028
HRA001749,HRR573222.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573222.vcf,HRR573222.vcf,SomaticSNV-VCF-files,vcf,219.90 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573222.vcf,WES,HRR573222,DNA_VARIANT_VCF_GENERAL,HRS321860,HRI180029
HRA001749,HRR573224.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573224.vcf,HRR573224.vcf,SomaticSNV-VCF-files,vcf,94.35 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573224.vcf,WES,HRR573224,DNA_VARIANT_VCF_GENERAL,HRS321862,HRI180030
HRA001749,HRR573226.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573226.vcf,HRR573226.vcf,SomaticSNV-VCF-files,vcf,48.37 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573226.vcf,WES,HRR573226,DNA_VARIANT_VCF_GENERAL,HRS321864,HRI180031
HRA001749,HRR573228.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573228.vcf,HRR573228.vcf,SomaticSNV-VCF-files,vcf,359.07 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573228.vcf,WES,HRR573228,DNA_VARIANT_VCF_GENERAL,HRS321866,HRI180032
HRA001749,HRR573230.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573230.vcf,HRR573230.vcf,SomaticSNV-VCF-files,vcf,150.72 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573230.vcf,WES,HRR573230,DNA_VARIANT_VCF_GENERAL,HRS321868,HRI180033
HRA001749,HRR573232.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573232.vcf,HRR573232.vcf,SomaticSNV-VCF-files,vcf,143.71 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573232.vcf,WES,HRR573232,DNA_VARIANT_VCF_GENERAL,HRS321870,HRI180034
HRA001749,HRR573234.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573234.vcf,HRR573234.vcf,SomaticSNV-VCF-files,vcf,107.99 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573234.vcf,WES,HRR573234,DNA_VARIANT_VCF_GENERAL,HRS321872,HRI180035
HRA001749,HRR573236.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573236.vcf,HRR573236.vcf,SomaticSNV-VCF-files,vcf,154.68 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573236.vcf,WES,HRR573236,DNA_VARIANT_VCF_GENERAL,HRS321874,HRI180036
HRA001749,HRR573238.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573238.vcf,HRR573238.vcf,SomaticSNV-VCF-files,vcf,285.79 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573238.vcf,WES,HRR573238,DNA_VARIANT_VCF_GENERAL,HRS321876,HRI180037
HRA001749,HRR573241.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573241.vcf,HRR573241.vcf,SomaticSNV-VCF-files,vcf,424.41 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573241.vcf,WES,HRR573241,DNA_VARIANT_VCF_GENERAL,HRS321879,HRI180038
HRA001749,HRR573244.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573244.vcf,HRR573244.vcf,SomaticSNV-VCF-files,vcf,82.59 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573244.vcf,WES,HRR573244,DNA_VARIANT_VCF_GENERAL,HRS321882,HRI180039
HRA001749,HRR573247.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573247.vcf,HRR573247.vcf,SomaticSNV-VCF-files,vcf,147.66 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573247.vcf,WES,HRR573247,DNA_VARIANT_VCF_GENERAL,HRS321885,HRI180040
HRA001749,HRR573249.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573249.vcf,HRR573249.vcf,SomaticSNV-VCF-files,vcf,159.80 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573249.vcf,WES,HRR573249,DNA_VARIANT_VCF_GENERAL,HRS321887,HRI180041
HRA001749,HRR573252.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573252.vcf,HRR573252.vcf,SomaticSNV-VCF-files,vcf,94.44 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573252.vcf,WES,HRR573252,DNA_VARIANT_VCF_GENERAL,HRS321890,HRI180042
HRA001749,HRR573255.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573255.vcf,HRR573255.vcf,SomaticSNV-VCF-files,vcf,202.51 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573255.vcf,WES,HRR573255,DNA_VARIANT_VCF_GENERAL,HRS321893,HRI180043
HRA001749,HRR573258.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573258.vcf,HRR573258.vcf,SomaticSNV-VCF-files,vcf,73.77 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573258.vcf,WES,HRR573258,DNA_VARIANT_VCF_GENERAL,HRS321896,HRI180044
HRA001749,HRR573261.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573261.vcf,HRR573261.vcf,SomaticSNV-VCF-files,vcf,2.09 MB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573261.vcf,WES,HRR573261,DNA_VARIANT_VCF_GENERAL,HRS321899,HRI180045
HRA001749,HRR573264.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573264.vcf,HRR573264.vcf,SomaticSNV-VCF-files,vcf,46.50 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573264.vcf,WES,HRR573264,DNA_VARIANT_VCF_GENERAL,HRS321902,HRI180046
HRA001749,HRR573267.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573267.vcf,HRR573267.vcf,SomaticSNV-VCF-files,vcf,130.68 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573267.vcf,WES,HRR573267,DNA_VARIANT_VCF_GENERAL,HRS321905,HRI180047
HRA001749,HRR573270.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573270.vcf,HRR573270.vcf,SomaticSNV-VCF-files,vcf,293.29 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573270.vcf,WES,HRR573270,DNA_VARIANT_VCF_GENERAL,HRS321908,HRI180048
HRA001749,HRR573094.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573094.vcf,HRR573094.vcf,SomaticSNV-VCF-files,vcf,109.07 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticSNV-VCF-files/HRR573094.vcf,WES,HRR573094,DNA_VARIANT_VCF_GENERAL,HRS321732,HRI179965
HRA001749,HRI179965.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179965.svaba.somatic.indel.vcf,HRI179965.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,18.95 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179965.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179966.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179966.svaba.somatic.indel.vcf,HRI179966.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,21.68 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179966.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179967.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179967.svaba.somatic.indel.vcf,HRI179967.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,20.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179967.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179968.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179968.svaba.somatic.indel.vcf,HRI179968.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,35.99 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179968.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179969.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179969.svaba.somatic.indel.vcf,HRI179969.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,23.97 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179969.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179970.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179970.svaba.somatic.indel.vcf,HRI179970.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,647.28 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179970.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179971.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179971.svaba.somatic.indel.vcf,HRI179971.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,26.27 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179971.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179972.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179972.svaba.somatic.indel.vcf,HRI179972.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,26.15 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179972.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179973.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179973.svaba.somatic.indel.vcf,HRI179973.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,29.33 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179973.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179974.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179974.svaba.somatic.indel.vcf,HRI179974.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,41.12 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179974.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179975.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179975.svaba.somatic.indel.vcf,HRI179975.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,25.86 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179975.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179976.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179976.svaba.somatic.indel.vcf,HRI179976.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,23.52 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179976.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179977.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179977.svaba.somatic.indel.vcf,HRI179977.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,20.29 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179977.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179978.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179978.svaba.somatic.indel.vcf,HRI179978.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,26.18 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179978.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179979.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179979.svaba.somatic.indel.vcf,HRI179979.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,24.06 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179979.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179980.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179980.svaba.somatic.indel.vcf,HRI179980.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,23.11 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179980.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179981.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179981.svaba.somatic.indel.vcf,HRI179981.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,25.32 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179981.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179982.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179982.svaba.somatic.indel.vcf,HRI179982.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,24.19 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179982.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179983.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179983.svaba.somatic.indel.vcf,HRI179983.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,18.36 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179983.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179984.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179984.svaba.somatic.indel.vcf,HRI179984.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,20.96 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179984.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179985.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179985.svaba.somatic.indel.vcf,HRI179985.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,24.53 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179985.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179986.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179986.svaba.somatic.indel.vcf,HRI179986.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,28.36 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179986.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179987.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179987.svaba.somatic.indel.vcf,HRI179987.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,25.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179987.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
HRA001749,HRI179988.svaba.somatic.indel.vcf::/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179988.svaba.somatic.indel.vcf,HRI179988.svaba.somatic.indel.vcf,SomaticIndel-VCF-files,svaba.somatic.indel.vcf,23.22 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA001749/SomaticIndel-VCF-files/HRI179988.svaba.somatic.indel.vcf,WES,,DNA_VARIANT_VCF_GENERAL,,
